caseid,time,activity
559,30613,arrival
559,30613,renege
263,30737,end_service
264,30737,begin_service
560,30786,arrival
560,30786,renege
561,30831,arrival
561,30831,renege
264,30835,end_service
265,30835,begin_service
562,30894,arrival
562,30894,renege
563,30941,arrival
563,30941,renege
265,30942,end_service
266,30942,begin_service
564,30969,arrival
564,30969,renege
266,31002,end_service
267,31002,begin_service
565,31122,arrival
565,31122,renege
267,31236,end_service
268,31236,begin_service
566,31281,arrival
566,31281,renege
268,31296,end_service
269,31296,begin_service
567,31300,arrival
567,31300,renege
568,31307,arrival
568,31307,renege
269,31400,end_service
270,31400,begin_service
569,31406,arrival
569,31406,renege
270,31514,end_service
271,31514,begin_service
570,31558,arrival
570,31558,renege
271,31579,end_service
272,31579,begin_service
571,31618,arrival
571,31618,renege
272,31639,end_service
273,31639,begin_service
572,31685,arrival
572,31685,renege
273,31699,end_service
274,31699,begin_service
573,31811,arrival
573,31811,renege
574,31817,arrival
574,31817,renege
575,31831,arrival
575,31831,renege
576,31882,arrival
576,31882,renege
577,31894,arrival
577,31894,renege
578,31968,arrival
578,31968,renege
274,31999,end_service
275,31999,begin_service
275,32065,end_service
276,32065,begin_service
579,32099,arrival
579,32099,renege
580,32102,arrival
580,32102,renege
276,32125,end_service
277,32125,begin_service
581,32135,arrival
581,32135,renege
582,32147,arrival
582,32147,renege
583,32167,arrival
583,32167,renege
277,32220,end_service
278,32220,begin_service
584,32240,arrival
584,32240,renege
278,32280,end_service
279,32280,begin_service
279,32340,end_service
280,32340,begin_service
585,32466,arrival
585,32466,renege
280,32496,end_service
281,32496,begin_service
586,32500,arrival
586,32500,renege
587,32535,arrival
587,32535,renege
588,32575,arrival
588,32575,renege
281,32605,end_service
282,32605,begin_service
589,32658,arrival
589,32658,renege
282,32681,end_service
283,32681,begin_service
283,32741,end_service
284,32741,begin_service
590,32764,arrival
590,32764,renege
591,32786,arrival
591,32786,renege
284,32881,end_service
285,32881,begin_service
592,32924,arrival
592,32924,renege
285,32941,end_service
286,32941,begin_service
593,32953,arrival
593,32953,renege
594,33042,arrival
594,33042,renege
595,33049,arrival
595,33049,renege
596,33068,arrival
596,33068,renege
286,33180,end_service
287,33180,begin_service
597,33277,arrival
597,33277,renege
598,33351,arrival
598,33351,renege
287,33357,end_service
288,33357,begin_service
599,33383,arrival
599,33383,renege
600,33389,arrival
600,33389,renege
288,33417,end_service
289,33417,begin_service
601,33443,arrival
601,33443,renege
602,33487,arrival
602,33487,renege
603,33539,arrival
603,33539,renege
289,33575,end_service
290,33575,begin_service
604,33634,arrival
604,33634,renege
290,33635,end_service
291,33635,begin_service
605,33702,arrival
605,33702,renege
606,33710,arrival
606,33710,renege
291,33761,end_service
292,33761,begin_service
607,33924,arrival
607,33924,renege
608,33979,arrival
608,33979,renege
292,33997,end_service
293,33997,begin_service
609,34026,arrival
609,34026,renege
610,34066,arrival
610,34066,renege
611,34127,arrival
611,34127,renege
612,34203,arrival
612,34203,renege
293,34267,end_service
294,34267,begin_service
294,34327,end_service
295,34327,begin_service
613,34400,arrival
613,34400,renege
295,34478,end_service
296,34478,begin_service
614,34519,arrival
614,34519,renege
615,34528,arrival
615,34528,renege
616,34602,arrival
616,34602,renege
617,34640,arrival
617,34640,renege
618,34664,arrival
618,34664,renege
619,34709,arrival
619,34709,renege
296,34741,end_service
297,34741,begin_service
620,34760,arrival
620,34760,renege
297,34801,end_service
298,34801,begin_service
621,34847,arrival
621,34847,renege
298,34861,end_service
299,34861,begin_service
622,34867,arrival
622,34867,renege
623,34930,arrival
623,34930,renege
624,34972,arrival
624,34972,renege
625,34996,arrival
625,34996,renege
299,35025,end_service
300,35025,begin_service
626,35029,arrival
626,35029,renege
627,35142,arrival
627,35142,renege
628,35156,arrival
628,35156,renege
629,35270,arrival
629,35270,renege
300,35271,end_service
301,35271,begin_service
630,35366,arrival
630,35366,renege
631,35423,arrival
631,35423,renege
301,35465,end_service
302,35465,begin_service
632,35475,arrival
632,35475,renege
633,35489,arrival
633,35489,renege
634,35491,arrival
634,35491,renege
635,35564,arrival
635,35564,renege
636,35600,arrival
636,35600,renege
302,35606,end_service
303,35606,begin_service
303,35680,end_service
304,35680,begin_service
637,35684,arrival
637,35684,renege
304,35740,end_service
305,35740,begin_service
638,35749,arrival
638,35749,renege
639,35750,arrival
639,35750,renege
305,35902,end_service
306,35902,begin_service
640,35913,arrival
640,35913,renege
306,35962,end_service
307,35962,begin_service
641,35993,arrival
641,35993,renege
642,35997,arrival
642,35997,renege
